nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
#N/A,ECB-37-02-002-021-S-00032,70,69,AUXILIAR ACADEMICA,,,,,ECB-05-02-003-150-EH-00044,205,213
584,ECB-17-02-002-015-CF-00012,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-05-02-003-150-EH-00007,206,214
1212,ECB-38-02-002-028-CF-00023,88,87,ENCARGADO DE ORDEN,,,,,ECB-05-02-003-150-EH-00008,207,215
1597,ECB-59-03-002-028-CF-00008,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-05-02-003-150-EH-00001,208,217
9,ECB-01-03-002-015-CF-00015,102,101,RESPONSABLE DE SERVICIOS ESCOLARES,,,,,ECB-05-02-003-150-EH-00016,209,216
8,ECB-01-03-002-015-CF-00012,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-05-02-003-156-EH-00002,210,212
1713,ECB-90-02-002-018-CF-00013,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-05-02-003-151-EH-00004,211,228
1712,ECB-90-02-002-018-CF-00014,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-05-02-003-151-EH-00027,212,226
#N/A,ECB-12-02-003-142-E-00011,110,109,DOCENTE,,,,,ECB-05-02-003-151-EH-00003,213,227
1535,ECB-55-02-002-012-CF-00050,96,95,INGENIERO EN SISTEMAS,,,,,ECB-05-02-003-157-EH-00002,214,225
#N/A,ECB-99-02-003-148-E-00035,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-05-02-003-157-EH-00005,215,230
2585,ECB-62-03-002-015-CF-00022,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-05-02-003-158-EH-00034,216,231
2549,ECB-50-03-001-007-CF-00003,58,57,DIRECTOR DE PLANTEL,,,,,ECB-05-02-003-158-EH-00025,217,235
822,ECB-26-03-002-028-CF-00003,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-05-02-003-158-EH-00014,218,234
2441,ECB-11-02-001-009-CF-00035,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-05-02-003-158-EH-00007,219,232
2486,ECB-26-03-001-009-CF-00006,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-05-02-003-158-EH-00008,220,233
1893,ECB-99-02-002-015-CF-00174,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-05-02-003-158-EH-00004,221,229
1860,ECB-99-02-002-015-CF-00163,15,14,ANALISTA CONTABLE,,,,,ECB-05-02-003-159-EH-00018,222,236
918,ECB-30-02-002-015-CF-00048,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-05-02-003-159-EH-00008,223,237
1333,ECB-43-03-002-028-CF-00006,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-05-02-003-159-EH-00011,224,240
1263,ECB-41-02-002-028-CF-00020,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-05-02-003-159-EH-00009,225,238
#N/A,ECB-02-02-003-157-E-00027,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-05-02-003-159-EH-00033,226,241
1900,ECB-99-02-002-015-CF-00173,20,19,ANALISTA EDUCATIVA,,,,,ECB-05-02-003-159-EH-00010,227,239
1923,ECB-99-02-002-018-CF-00038,20,19,ANALISTA EDUCATIVA,,,,,ECB-05-02-003-160-EH-00002,228,253
664,ECB-19-02-002-012-CF-00039,93,92,ENCARGADA DEL CENTRO DE COMPUTO,,,,,ECB-05-02-003-143-EH-00002,229,252
1830,ECB-99-02-002-014-CF-00041,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-05-02-003-149-EH-00002,230,251
1955,ECB-99-02-002-019-CF-00139,20,19,ANALISTA EDUCATIVA,,,,,ECB-06-02-002-012-CF-00012,231,303
1808,ECB-99-02-002-041-CF-00039,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-06-02-002-041-CF-00058,232,278
#N/A,ECB-99-02-003-157-E-00031,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-06-02-002-014-CF-00023,233,279
#N/A,ECB-99-02-003-154-E-00013,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-06-02-002-015-CF-00029,234,277
#N/A,ECB-99-02-003-154-E-00022,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-06-02-002-015-CF-00159,235,315
490,ECB-13-02-002-019-CF-00029,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-002-018-CF-00003,236,314
1046,ECB-34-03-002-046-CF-00004,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-002-019-CF-00023,237,311
#N/A,ECB-47-02-003-142-E-00009,110,109,DOCENTE,,,,,ECB-06-02-002-019-CF-00032,238,312
#N/A,ECB-15-02-002-021-S-00009,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-06-02-002-019-CF-00128,239,301
1075,ECB-35-02-002-012-CF-00044,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-06-02-002-021-S1-00026,240,300
1082,ECB-35-02-002-015-CF-00046,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-002-021-S1-00018,241,298
#N/A,ECB-23-02-002-021-S-00029,89,88,ENCARGADA DE ORDEN,,,,,ECB-06-02-002-021-S1-00020,242,299
#N/A,ECB-05-02-002-021-S-00005,89,88,ENCARGADA DE ORDEN,,,,,ECB-06-02-002-022-T1-00002,243,292
1756,ECB-99-02-002-012-CF-00009,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-002-022-CF-00006,244,296
1823,ECB-99-02-002-014-CF-00035,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-002-028-CF-00032,245,293
#N/A,ECB-99-02-003-151-E-00047,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-06-02-002-046-CF-00020,246,290
#N/A,ECB-99-02-003-150-E-00066,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-06-02-002-046-CF-00004,247,291
#N/A,ECB-99-02-003-151-E-00057,28,27,ANALISTA LABORAL,,,,,ECB-06-02-002-037-CF-00005,248,294
19,ECB-01-03-002-028-CF-00005,70,69,AUXILIAR ACADEMICA,,,,,ECB-06-02-002-037-CF-00018,249,295
#N/A,ECB-35-02-002-047-T-00029,88,87,ENCARGADO DE ORDEN,,,,,ECB-06-02-002-037-CF-00094,250,287
747,ECB-22-02-002-014-CF-00013,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-06-02-002-032-CF-00021,251,286
#N/A,ECB-56-02-002-021-S-00042,69,68,AUXILIAR ACADEMICO,,,,,ECB-06-02-002-032-CF-00012,252,285
1770,ECB-99-02-002-012-CF-00060,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-06-02-002-047-T0-00008,253,289
1794,ECB-99-02-002-041-CF-00026,20,19,ANALISTA EDUCATIVA,,,,,ECB-06-02-002-047-T0-00028,254,288
1852,ECB-99-02-002-015-CF-00141,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-002-036-CF-00086,255,284
919,ECB-30-02-002-019-CF-00107,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-002-036-S0-00004,256,283
1609,ECB-61-03-002-012-CF-00009,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-06-02-003-142-EH-00026,257,281
#N/A,ECB-13-02-002-021-S-00031,88,87,ENCARGADO DE ORDEN,,,,,ECB-06-02-003-148-EH-00001,258,280
235,ECB-06-02-002-015-CF-00159,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-003-148-EH-00027,259,328
238,ECB-06-02-002-019-CF-00032,70,69,AUXILIAR ACADEMICA,,,,,ECB-06-02-003-148-EH-00005,260,330
#N/A,ECB-06-02-002-021-S-00018,89,88,ENCARGADA DE ORDEN,,,,,ECB-06-02-003-148-EH-00028,261,329
#N/A,ECB-06-02-002-047-T-00028,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-06-02-003-154-EH-00019,262,324
433,ECB-12-02-002-014-CF-00065,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-003-144-EH-00003,263,323
439,ECB-12-02-002-019-CF-00094,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-003-144-EH-00026,264,327
893,ECB-29-02-002-012-CF-00038,96,95,INGENIERO EN SISTEMAS,,,,,ECB-06-02-003-144-EH-00002,265,322
896,ECB-29-02-002-019-CF-00036,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-003-144-EH-00001,266,321
#N/A,ECB-46-02-002-021-S-00047,88,87,ENCARGADO DE ORDEN,,,,,ECB-06-02-003-144-EH-00006,267,320
1405,ECB-46-02-002-028-CF-00019,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-06-02-003-144-EH-00015,268,326
#N/A,ECB-21-03-002-021-S-00003,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-06-02-003-144-EH-00010,269,325
438,ECB-12-02-002-019-CF-00111,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-06-02-003-149-EH-00003,280,297
#N/A,ECB-01-03-002-021-S-00009,88,87,ENCARGADO DE ORDEN,,,,,ECB-06-02-003-150-EH-00005,270,316
698,ECB-20-02-002-019-CF-00017,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-10-02-003-144-EH-00049,404,486
1381,ECB-45-02-002-012-CF-00043,96,95,INGENIERO EN SISTEMAS,,,,,ECB-06-02-003-150-EH-00050,271,317
1173,ECB-37-02-002-015-CF-00036,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-07-02-002-014-CF-00078,282,360
#N/A,ECB-27-02-003-160-E-00010,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-06-02-003-156-EH-00003,272,318
#N/A,ECB-90-02-003-160-E-00001,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-06-02-003-145-EH-00004,273,319
#N/A,ECB-90-02-003-157-E-00001,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-07-02-002-015-CF-00003,283,361
1757,ECB-99-02-002-012-CF-00008,20,19,ANALISTA EDUCATIVA,,,,,ECB-06-02-003-145-EH-00035,274,313
1906,ECB-99-02-002-015-CF-00118,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-06-02-003-151-EH-00046,275,310
1872,ECB-99-02-002-015-CF-00138,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-07-02-002-015-CF-00050,284,363
1897,ECB-99-02-002-015-CF-00160,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-06-02-003-157-EH-00014,276,309
1859,ECB-99-02-002-015-CF-00167,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-06-02-003-157-EH-00006,277,306
1866,ECB-99-02-002-015-CF-00011,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-07-02-002-015-CF-00041,285,362
1865,ECB-99-02-002-015-CF-00016,15,14,ANALISTA CONTABLE,,,,,ECB-06-02-003-157-EH-00007,278,307
1894,ECB-99-02-002-015-CF-00017,54,53,SECRETARIA DIRECTIVA,,,,,ECB-06-02-003-157-EH-00009,279,308
1857,ECB-99-02-002-015-CF-00031,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-07-02-002-018-CF-00040,286,340
1956,ECB-99-02-002-019-CF-00138,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-07-02-002-019-CF-00035,287,337
2021,ECB-99-02-002-029-CF-00008,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-07-02-002-019-CF-00005,288,338
1785,ECB-99-02-002-041-CF-00030,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-07-02-002-019-CF-00003,289,339
2634,ECB-99-02-001-011-CF-00012,49,48,JEFE DE MATERIA,,,,,ECB-07-02-002-019-CF-00098,290,349
2635,ECB-99-02-001-011-CF-00013,48,47,JEFA DE MATERIA,,,,,ECB-07-02-002-021-S1-00100,291,351
2636,ECB-99-02-001-011-CF-00014,49,48,JEFE DE MATERIA,,,,,ECB-07-02-002-021-S1-00003,292,350
2637,ECB-99-02-001-011-CF-00015,48,47,JEFA DE MATERIA,,,,,ECB-07-02-002-028-CF-00048,293,353
1810,ECB-99-02-002-041-CF-00017,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-07-02-002-046-CF-00035,294,352
169,ECB-05-02-002-015-CF-00004,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-07-02-002-037-S1-00021,295,357
#N/A,ECB-05-02-002-021-S-00062,89,88,ENCARGADA DE ORDEN,,,,,ECB-07-02-002-032-CF-00001,296,355
2638,ECB-99-02-001-011-CF-00016,48,47,JEFA DE MATERIA,,,,,ECB-07-02-002-032-CF-00006,297,356
2443,ECB-12-02-001-005-CF-00002,58,57,DIRECTOR DE PLANTEL,,,,,ECB-07-02-002-032-CF-00074,298,359
2427,ECB-06-02-001-005-CF-00004,58,57,DIRECTOR DE PLANTEL,,,,,ECB-07-02-002-047-T0-00066,299,354
185,ECB-05-02-002-028-CF-00005,86,85,BIBLIOTECARIA,,,,,ECB-07-02-002-036-CF-00036,300,365
1583,ECB-58-02-002-019-CF-00056,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-07-02-002-036-CF-00012,301,364
2432,ECB-08-03-001-005-CF-00003,59,58,DIRECTORA DE PLANTEL,,,,,ECB-07-02-003-144-EH-00020,302,331
2440,ECB-11-02-001-006-CF-00007,59,58,DIRECTORA DE PLANTEL,,,,,ECB-07-02-003-150-EH-00042,303,332
2554,ECB-52-02-001-007-CF-00009,58,57,DIRECTOR DE PLANTEL,,,,,ECB-07-02-003-150-EH-00015,304,333
2600,ECB-69-02-001-007-CF-00005,59,58,DIRECTORA DE PLANTEL,,,,,ECB-07-02-003-145-EH-00009,305,335
#N/A,ECB-19-02-003-140-E-00002,110,109,DOCENTE,,,,,ECB-07-02-003-145-EH-00032,306,334
1846,ECB-99-02-002-015-CF-00076,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-07-02-003-157-EH-00021,307,343
1760,ECB-99-02-002-012-CF-00013,20,19,ANALISTA EDUCATIVA,,,,,ECB-07-02-003-157-EH-00029,308,342
#N/A,ECB-99-02-003-150-E-00061,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-07-02-003-158-EH-00005,309,341
1804,ECB-99-02-002-041-CF-00020,52,51,OPERADORA DE CONMUTADOR,,,,,ECB-07-02-003-159-EH-00013,310,346
1908,ECB-99-02-002-015-CF-00077,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-08-03-002-012-CF-00001,311,419
675,ECB-19-02-002-028-CF-00012,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-08-03-002-012-CF-00001,312,419
#N/A,ECB-19-02-003-148-E-00007,110,109,DOCENTE,,,,,ECB-08-03-002-012-CF-00013,313,418
2586,ECB-63-02-001-007-CF-00016,59,58,DIRECTORA DE PLANTEL,,,,,ECB-08-03-002-041-CF-00002,314,422
2601,ECB-69-02-002-015-CF-00107,65,64,RESPONSABLE ACADEMICO,,,,,ECB-08-03-002-014-CF-00001,315,420
513,ECB-14-02-002-012-CF-00011,92,91,ENCARGADO DEL CENTRO DE COMPUTO,,,,,ECB-08-03-002-014-CF-00002,316,421
#N/A,ECB-99-02-003-157-E-00010,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-015-CF-00006,317,423
231,ECB-06-02-002-012-CF-00012,97,96,INGENIERA EN SISTEMAS,,,,,ECB-08-03-002-015-CF-00008,318,426
416,ECB-11-02-002-046-CF-00008,89,88,ENCARGADA DE ORDEN,,,,,ECB-08-03-002-015-CF-00002,319,425
1038,ECB-34-03-002-019-CF-00026,70,69,AUXILIAR ACADEMICA,,,,,ECB-08-03-002-018-CF-00002,320,427
694,ECB-20-02-002-014-CF-00005,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-08-03-002-019-CF-00005,321,407
#N/A,ECB-20-02-002-021-S-00037,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-08-03-002-019-CF-00002,322,408
976,ECB-32-02-002-015-CF-00035,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-08-03-002-019-CF-00004,323,406
620,ECB-18-03-002-014-CF-00012,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-08-03-002-019-CF-00044,324,410
1491,ECB-52-02-002-028-CF-00021,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-08-03-002-019-CF-00017,325,409
1587,ECB-58-02-002-028-CF-00024,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-08-03-002-019-CF-00049,326,411
#N/A,ECB-16-02-002-021-S-00094,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-08-03-002-021-S1-00029,327,373
2602,ECB-70-02-001-007-CF-00021,59,58,DIRECTORA DE PLANTEL,,,,,ECB-08-03-002-021-S1-00013,328,413
247,ECB-06-02-002-046-CF-00004,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-08-03-002-021-S1-00019,329,414
1791,ECB-99-02-002-041-CF-00037,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-022-CF-00005,330,374
1899,ECB-99-02-002-015-CF-00037,28,27,ANALISTA LABORAL,,,,,ECB-08-03-002-028-CF-00010,331,375
#N/A,ECB-37-02-002-047-T-00011,89,88,ENCARGADA DE ORDEN,,,,,ECB-08-03-002-031-CF-00009,332,378
1765,ECB-99-02-002-012-CF-00002,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-031-CF-00012,333,377
1895,ECB-99-02-002-015-CF-00080,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-046-CF-00003,334,376
1879,ECB-99-02-002-015-CF-00049,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-046-CF-00006,335,381
171,ECB-05-02-002-015-CF-00006,100,99,RESPONSABLE DE LABORATORIO,,,,,ECB-08-03-002-037-CF-00020,336,367
2024,ECB-99-02-002-029-CF-00002,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-08-03-002-037-CF-00019,337,366
#N/A,ECB-99-02-003-157-E-00015,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-16-02-002-019-CF-00083,556,698
#N/A,ECB-33-02-002-021-S-00052,70,69,AUXILIAR ACADEMICA,,,,,ECB-08-03-002-037-CF-00030,338,368
1658,ECB-65-02-002-028-CF-00026,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-10-02-003-144-EH-00052,405,487
860,ECB-28-02-002-014-CF-00017,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-08-03-002-032-CF-00012,339,369
866,ECB-28-02-002-019-CF-00048,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-08-03-002-032-A0-00005,340,379
1538,ECB-55-02-002-015-CF-00028,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-08-03-002-032-A0-00002,341,380
1259,ECB-41-02-002-014-CF-00020,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-08-03-002-036-S0-00003,342,370
#N/A,ECB-41-02-002-021-S-00030,88,87,ENCARGADO DE ORDEN,,,,,ECB-08-03-002-036-S0-00001,343,371
1208,ECB-38-02-002-018-CF-00006,88,87,ENCARGADO DE ORDEN,,,,,ECB-08-03-002-036-S0-00008,344,383
#N/A,ECB-18-03-002-021-S-00020,89,88,ENCARGADA DE ORDEN,,,,,ECB-08-03-002-036-S0-00024,345,382
#N/A,ECB-99-02-003-154-E-00012,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-08-03-003-142-EH-00001,346,385
693,ECB-20-02-002-012-CF-00032,92,91,ENCARGADO DEL CENTRO DE COMPUTO,,,,,ECB-08-03-003-148-EH-00001,347,384
2524,ECB-40-02-002-015-CF-00111,65,64,RESPONSABLE ACADEMICO,,,,,ECB-08-03-003-144-EH-00001,348,388
1290,ECB-42-03-002-019-CF-00039,75,74,AUXILIAR DE DIRECCION,,,,,ECB-08-03-003-144-EH-00011,349,387
2546,ECB-49-02-001-007-CF-00002,59,58,DIRECTORA DE PLANTEL,,,,,ECB-08-03-003-144-EH-00010,350,386
2606,ECB-71-02-002-015-CF-00114,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-08-03-003-150-EH-00001,351,389
1992,ECB-99-02-002-019-CF-00156,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-08-03-003-156-EH-00006,352,391
2453,ECB-15-02-002-041-CF-00045,65,64,RESPONSABLE ACADEMICO,,,,,ECB-08-03-003-156-EH-00005,353,390
48,ECB-02-02-002-012-CF-00046,95,94,ENCARGADA DEL LABORATORIO DE INFORMATICA,,,,,ECB-08-03-003-145-EH-00001,354,393
#N/A,ECB-02-02-002-021-S-00051,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-08-03-003-145-EH-00011,355,394
49,ECB-02-02-002-041-CF-00002,77,76,AUXILIAR DE LABORATORIO,,,,,ECB-08-03-003-151-EH-00003,356,395
5,ECB-01-03-002-014-CF-00014,70,69,AUXILIAR ACADEMICA,,,,,ECB-08-03-003-151-EH-00033,357,404
10,ECB-01-03-002-018-CF-00004,86,85,BIBLIOTECARIA,,,,,ECB-08-03-003-151-EH-00029,358,405
619,ECB-18-03-002-014-CF-00008,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-08-03-003-157-EH-00006,359,402
#N/A,ECB-19-02-002-021-S-00011,88,87,ENCARGADO DE ORDEN,,,,,ECB-08-03-003-157-EH-00003,360,401
1641,ECB-63-02-002-028-CF-00025,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-08-03-003-157-EH-00007,361,403
2431,ECB-07-02-001-009-CF-00017,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-08-03-003-158-EH-00012,362,397
2563,ECB-55-02-001-009-CF-00032,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-08-03-003-158-EH-00005,363,400
2564,ECB-55-02-001-009-CF-00036,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-08-03-003-158-EH-00011,364,396
2560,ECB-54-02-001-009-CF-00030,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-08-03-003-158-EH-00007,365,398
2541,ECB-46-02-001-009-CF-00041,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-08-03-003-158-EH-00003,366,399
1904,ECB-99-02-002-015-CF-00026,NULL,NULL,NULL,,,,,ECB-08-03-003-159-EH-00012,367,432
2472,ECB-22-02-001-006-CF-00004,58,57,DIRECTOR DE PLANTEL,,,,,ECB-08-03-003-159-EH-00022,368,438
#N/A,ECB-02-02-003-159-E-00004,110,109,DOCENTE,,,,,ECB-08-03-003-159-EH-00014,369,430
2584,ECB-62-03-002-015-CF-00025,65,64,RESPONSABLE ACADEMICO,,,,,ECB-08-03-003-159-EH-00011,370,431
#N/A,ECB-02-02-003-159-E-00046,110,109,DOCENTE,,,,,ECB-08-03-003-159-EH-00019,371,434
1034,ECB-34-03-002-018-CF-00001,70,69,AUXILIAR ACADEMICA,,,,,ECB-08-03-003-160-EH-00005,372,435
#N/A,ECB-10-02-002-015-CF-00130,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-08-03-003-160-EH-00003,373,437
2439,ECB-10-02-001-009-CF-00012,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-08-03-003-147-EH-00001,374,439
1839,ECB-99-02-002-014-CF-00036,23,22,ANALISTA ESPECIALIZADO,,,,,ECB-08-03-003-149-EH-00008,375,429
1807,ECB-99-02-002-041-CF-00023,52,51,OPERADORA DE CONMUTADOR,,,,,ECB-09-02-002-012-CF-00042,376,446
1836,ECB-99-02-002-014-CF-00037,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-09-02-002-014-CF-00004,377,464
1953,ECB-99-02-002-019-CF-00136,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-09-02-002-018-CF-00046,378,442
233,ECB-06-02-002-014-CF-00023,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-09-02-002-021-S1-00061,379,454
#N/A,ECB-06-02-002-021-S-00026,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-09-02-002-021-S1-00024,380,444
#N/A,ECB-68-03-002-047-T-00001,70,69,AUXILIAR ACADEMICA,,,,,ECB-09-02-002-028-CF-00029,381,455
2479,ECB-24-02-002-041-CF-00051,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-09-02-002-037-S1-00003,382,459
1983,ECB-99-02-002-019-CF-00151,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-09-02-002-037-S1-00008,383,460
1806,ECB-99-02-002-041-CF-00038,15,14,ANALISTA CONTABLE,,,,,ECB-09-02-002-032-CF-00003,384,461
488,ECB-13-02-002-015-CF-00020,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-09-02-002-032-CF-00066,385,456
550,ECB-16-02-002-012-CF-00052,97,96,INGENIERA EN SISTEMAS,,,,,ECB-09-02-002-036-CF-00066,386,463
1762,ECB-99-02-002-012-CF-00030,20,19,ANALISTA EDUCATIVA,,,,,ECB-09-02-003-148-EH-00023,387,440
#N/A,ECB-01-03-002-021-S-00008,88,87,ENCARGADO DE ORDEN,,,,,ECB-09-02-003-144-EH-00033,388,441
#N/A,ECB-35-02-003-151-E-00026,110,109,DOCENTE,,,,,ECB-09-02-003-145-EH-00040,389,443
#N/A,ECB-35-02-003-145-E-00044,110,109,DOCENTE,,,,,ECB-09-02-003-151-EH-00043,390,453
#N/A,ECB-32-02-003-159-E-00048,110,109,DOCENTE,,,,,ECB-09-02-003-158-EH-00006,391,451
#N/A,ECB-10-02-003-156-E-00045,110,109,DOCENTE,,,,,ECB-09-02-003-158-EH-00026,392,452
1788,ECB-99-02-002-041-CF-00067,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-09-02-003-159-EH-00020,393,449
#N/A,ECB-12-02-003-159-E-00021,110,109,DOCENTE,,,,,ECB-10-02-002-012-CF-00020,394,479
#N/A,ECB-22-02-003-160-E-00006,110,109,DOCENTE,,,,,ECB-10-02-002-014-CF-00056,395,465
#N/A,ECB-13-02-003-159-E-00014,110,109,DOCENTE,,,,,ECB-10-02-002-014-CF-00016,396,466
#N/A,ECB-05-02-003-160-E-00002,110,109,DOCENTE,,,,,ECB-10-02-002-019-CF-00007,397,482
#N/A,ECB-36-02-003-159-E-00043,110,109,DOCENTE,,,,,ECB-10-02-002-028-CF-00002,398,472
#N/A,ECB-32-02-003-160-E-00008,110,109,DOCENTE,,,,,ECB-10-02-002-037-S1-00007,399,468
#N/A,ECB-28-02-003-160-E-00007,110,109,DOCENTE,,,,,ECB-10-02-002-032-CF-00057,400,470
#N/A,ECB-32-02-003-159-E-00047,110,109,DOCENTE,,,,,ECB-10-02-002-047-T0-00055,401,471
#N/A,ECB-03-02-003-159-E-00006,110,109,DOCENTE,,,,,ECB-10-02-002-036-S0-00003,402,467
#N/A,ECB-04-03-003-160-E-00004,110,109,DOCENTE,,,,,ECB-10-02-003-154-EH-00014,403,485
#N/A,ECB-05-02-003-159-E-00033,110,109,DOCENTE,,,,,ECB-10-02-003-144-EH-00041,406,484
#N/A,ECB-28-02-003-159-E-00037,110,109,DOCENTE,,,,,ECB-10-02-003-150-EH-00060,407,488
#N/A,ECB-17-02-003-160-E-00004,110,109,DOCENTE,,,,,ECB-10-02-003-156-EH-00045,408,489
#N/A,ECB-13-02-003-159-E-00036,110,109,DOCENTE,,,,,ECB-10-02-003-145-EH-00022,409,481
